YEAR,STATE,ST_CASE,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,A_WRONGWAY,BIA,SPJ_INDIAN,INDIAN_RES,CENSUS_2020_TRACT_FIPS,TRACT
2022,17,170443,1,1,5,1,2,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17051951000,1
2022,17,170444,1,1,5,2,2,4,1,5,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17097862300,1
2022,17,170445,1,1,5,2,2,1,2,6,2,1,1,1,1,13,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,17031770800,1
2022,17,170446,1,1,5,2,1,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,17031820800,1
2022,17,170447,1,1,5,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17143003403,1
2022,17,170448,1,1,5,2,2,4,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031828300,1
2022,17,170449,1,1,5,2,2,4,2,6,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17037002000,1
2022,17,170450,2,1,5,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17099964100,1
2022,17,170451,1,1,5,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031842500,1
2022,17,170452,1,1,5,1,2,4,2,5,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17123961100,1
2022,17,170453,1,1,5,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17019001100,1
2022,17,170454,1,1,5,2,2,1,1,6,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17031050500,1
2022,17,170455,1,1,5,1,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17157950500,1
2022,17,170456,1,1,5,2,2,1,1,6,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17197883218,1
2022,17,170457,1,1,5,2,2,4,2,4,2,3,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17163503322,1
2022,17,170458,1,1,5,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17119400903,1
2022,17,170459,2,1,5,1,1,1,2,1,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,1,2,2,0,0,0,17113006000,1
2022,17,170460,1,1,5,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17075950200,1
2022,17,170461,2,1,5,2,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17089854200,1
2022,17,170462,1,1,5,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17093890403,1
2022,17,170463,1,1,5,1,2,1,2,4,2,4,2,2,3,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,0,0,0,17091010601,1
2022,17,170464,1,1,5,2,2,1,2,3,2,5,2,2,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17097860805,1
2022,17,170465,1,1,5,2,2,1,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17111870603,1
2022,17,170466,1,1,5,2,2,4,2,6,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17197883211,1
2022,17,170467,1,1,5,1,2,1,2,5,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17169970300,1
2022,17,170468,1,1,5,2,1,4,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031550200,1
2022,17,170469,1,1,5,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17011965200,1
2022,17,170470,1,1,5,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031820101,1
2022,17,170471,1,1,5,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031834000,1
2022,17,170472,1,1,5,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17099961800,1
2022,17,170473,1,1,5,2,2,2,1,5,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031820204,1
2022,17,170474,1,1,5,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17091010800,1
2022,17,170475,2,1,5,2,2,1,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17083010402,1
2022,17,170476,1,1,5,2,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17197880702,1
2022,17,170477,2,1,5,2,2,1,2,4,2,4,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17197881002,1
2022,17,170478,1,1,5,1,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17189950100,1
2022,17,170479,1,1,5,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17167003500,1
2022,17,170480,1,1,5,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031813200,1
2022,17,170481,1,1,5,2,2,1,2,5,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031841500,1
2022,17,170482,2,1,5,2,2,1,2,3,2,5,1,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17197884101,1
2022,17,170483,1,1,5,2,2,1,2,5,2,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17197880901,1
2022,17,170484,1,1,5,2,2,1,1,4,1,4,2,1,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031770700,1
2022,17,170485,1,1,5,2,2,1,2,4,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,17089852300,1
2022,17,170486,1,1,5,2,2,1,1,5,1,4,3,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,17111871004,1
2022,17,170487,1,1,5,2,2,1,1,5,1,4,3,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17019010601,1
2022,17,170488,1,1,5,1,2,1,1,6,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17075950800,1
2022,17,170489,1,1,5,2,2,1,2,4,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17049950600,1
2022,17,170490,1,1,5,2,2,4,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17089852104,1
2022,17,170491,2,1,5,2,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031831400,1
2022,17,170492,1,1,5,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17117956500,1
2022,17,170493,1,1,5,2,2,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,17031040600,1
2022,17,170494,1,1,5,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17163502602,1
2022,17,170495,1,1,5,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031807700,1
2022,17,170496,1,1,5,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17115002800,1
2022,17,170497,1,1,5,2,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031804312,1
2022,17,170498,1,1,5,2,1,3,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17043846004,1
2022,17,170499,1,1,5,2,2,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17119401721,1
2022,17,170500,1,1,5,2,2,4,2,6,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17091010204,1
2022,17,170501,1,1,5,2,1,4,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031830008,1
2022,17,170502,1,1,5,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031838800,1
2022,17,170503,1,1,5,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,17201003805,1
2022,17,170504,1,1,5,2,2,4,1,4,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17113001403,1
2022,17,170505,1,1,5,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,17031815600,1
2022,17,170506,1,1,5,1,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,17177000400,1
2022,17,170507,1,1,5,1,2,1,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17001010100,1
2022,17,170508,1,1,5,2,2,4,1,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031803013,1
2022,17,170509,1,1,5,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17091012600,1
2022,17,170510,1,1,5,2,1,1,2,1,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17097861509,1
2022,17,170511,1,1,5,1,2,4,2,6,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17177000500,1
2022,17,170512,1,1,5,2,1,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031801601,1
2022,17,170513,1,1,5,1,2,1,2,5,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,17019010702,1
2022,17,170514,1,1,5,2,1,1,2,1,2,4,2,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031820800,1
2022,17,170515,1,1,5,1,2,1,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17121952200,1
2022,17,170516,1,1,5,2,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17111870703,1
2022,17,170517,1,1,5,1,2,1,2,6,3,4,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17011965500,1
2022,17,170518,1,1,5,1,2,1,2,3,2,5,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,2,0,0,0,17003957600,1
2022,17,170519,1,1,5,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17031820101,1
2022,17,170520,2,1,5,1,1,1,2,1,2,3,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,0,0,0,17167004000,1
2022,17,170521,1,1,5,1,2,1,2,3,2,4,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,17111870200,1
2022,17,170522,1,1,5,2,1,1,2,1,3,2,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17197883100,1
2022,17,170523,1,1,5,2,1,4,2,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17031827901,1
2022,17,170524,1,1,5,1,2,1,1,3,1,4,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,17099963900,1
2022,17,170525,1,1,5,2,2,1,2,4,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17031829902,1
2022,17,170526,1,1,5,2,2,4,2,4,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17197880304,1
2022,17,170527,1,1,5,2,2,1,2,2,2,2,2,1,3,1,1,2,1,2,2,2,2,1,2,3,2,2,1,1,2,1,1,2,1,2,2,2,0,0,0,17031828505,1
2022,17,170528,1,1,5,2,2,1,1,3,1,4,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17031770300,1
2022,17,170529,1,1,5,2,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17197881009,1
2022,17,170530,1,1,5,1,2,4,2,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17157950500,1
2022,17,170531,1,1,5,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17031810600,1
2022,17,170532,1,1,5,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,17099963600,1
2022,17,170533,1,1,5,2,2,1,2,3,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031813801,1
2022,17,170534,1,1,5,2,2,1,1,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17201000403,1
2022,17,170535,1,1,5,2,1,4,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031770602,1
2022,17,170536,1,1,5,2,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17137952000,1
2022,17,170537,1,1,5,2,2,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17167002802,1
2022,17,170538,1,1,5,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,17031550200,1
2022,17,170539,1,1,5,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17031828201,1
2022,17,170540,1,1,5,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031711100,1
2022,17,170541,1,1,5,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17121952200,1
2022,17,170542,1,1,5,2,2,1,1,4,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17031740200,1
2022,17,170543,1,1,5,2,1,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,17031827902,1
2022,17,170544,1,1,5,2,2,1,2,5,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17031640300,1
2022,17,170545,1,1,5,2,2,4,2,4,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031260900,1
2022,17,170546,2,1,5,2,2,1,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17119403601,1
2022,17,170547,1,1,5,2,1,1,2,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,17163501300,1
2022,17,170548,1,1,5,2,2,4,2,6,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031834700,1
2022,17,170549,1,1,5,2,2,1,1,5,1,4,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031461000,1
2022,17,170550,1,1,5,3,3,4,2,7,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,17031282800,1
2022,17,170551,1,1,5,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031830500,1
2022,17,170552,1,1,5,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17163504600,1
2022,17,170553,1,1,5,1,2,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17173959300,1
2022,17,170554,1,1,5,2,2,1,1,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17097864105,1
2022,17,170555,1,1,5,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17183011100,1
2022,17,170556,1,1,5,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17189950400,1
2022,17,170557,1,1,5,2,2,4,2,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,17127970400,1
2022,17,170558,1,1,5,1,1,3,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031804701,1
2022,17,170559,1,1,5,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17089850707,1
2022,17,170560,1,1,5,2,1,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17163502404,1
2022,17,170561,1,1,5,2,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031411000,1
2022,17,170562,1,1,5,2,2,1,1,4,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,17099961900,1
2022,17,170563,1,1,5,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17031560700,1
2022,17,170564,1,1,5,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,17089850600,1
2022,17,170565,1,1,5,1,1,1,2,1,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,17197883402,1
2022,17,170566,1,1,5,2,1,3,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17197883904,1
2022,17,170567,1,1,5,2,2,4,2,4,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,17119403404,1
2022,17,170568,1,1,5,1,2,1,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,17201003901,1
2022,17,170569,1,1,5,2,2,1,1,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031822000,1
2022,17,170570,1,1,5,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17163501300,1
2022,17,170571,2,1,5,1,2,1,1,4,1,4,2,1,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17163503203,1
2022,17,170572,3,1,5,2,2,1,2,5,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,2,2,0,0,0,17027900300,1
2022,17,170573,1,1,5,2,2,1,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17097861505,1
2022,17,170574,1,1,5,2,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031842300,1
2022,17,170575,1,1,5,2,2,1,1,6,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031390400,1
2022,17,170576,1,1,5,2,1,1,2,1,2,5,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17031823302,1
2022,17,170577,1,1,5,1,2,1,1,5,1,4,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,17113005601,1
2022,17,170578,2,1,5,2,2,1,1,2,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17187870400,1
2022,17,170579,2,1,5,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,17021958700,1
2022,17,170580,1,1,5,2,2,1,1,5,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031421200,1
2022,17,170581,1,1,5,2,2,1,1,4,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17163503304,1
2022,17,170582,1,1,5,2,2,1,1,3,1,4,2,2,3,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,0,0,0,17043843000,1
2022,17,170583,1,1,5,2,2,1,1,3,1,2,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17089850301,1
2022,17,170584,1,1,5,2,2,1,1,3,1,4,2,1,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,17031770800,1
2022,17,170585,2,1,5,2,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,17031750100,1
2022,17,170586,1,1,5,2,2,1,1,5,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,17031191100,1
2022,17,170587,1,1,5,2,2,1,2,4,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17115002904,1
2022,17,170588,1,1,5,2,2,1,1,4,1,1,1,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,17031730201,1
2022,17,170589,1,1,5,2,2,1,1,6,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,17195001500,1
