YEAR,STATE,ST_CASE,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,A_WRONGWAY,BIA,SPJ_INDIAN,INDIAN_RES,CENSUS_2020_TRACT_FIPS,TRACT
2022,13,130646,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13077170801,1
2022,13,130648,1,1,4,2,2,4,2,6,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13297110505,1
2022,13,130649,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13175950400,1
2022,13,130650,1,1,4,1,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,0,0,0,13299950200,1
2022,13,130651,1,1,4,2,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13021013607,1
2022,13,130652,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,13045911101,1
2022,13,130653,1,1,4,2,2,4,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13121012000,1
2022,13,130654,1,1,4,2,2,1,2,3,3,4,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,13121009103,1
2022,13,130655,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13121002600,1
2022,13,130656,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13191110300,1
2022,13,130657,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13089021306,1
2022,13,130658,1,1,4,2,2,1,2,4,2,5,1,2,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,13195020502,1
2022,13,130659,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13261950500,1
2022,13,130661,1,1,4,2,2,1,1,3,1,4,1,2,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13009970502,1
2022,13,130662,1,1,4,1,2,1,1,5,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,0,0,0,13047030303,1
2022,13,130663,1,1,4,2,2,4,2,6,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13077170310,1
2022,13,130664,1,1,4,2,2,1,1,5,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13223120606,1
2022,13,130665,1,1,4,2,2,3,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13157010602,1
2022,13,130666,1,1,4,1,2,4,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13285960202,1
2022,13,130667,1,1,4,1,2,4,1,5,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13009970101,1
2022,13,130668,1,1,4,2,1,4,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13215002901,1
2022,13,130669,1,1,4,2,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,13255160500,1
2022,13,130670,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13045910301,1
2022,13,130671,1,1,4,1,2,1,2,5,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13045910203,1
2022,13,130672,1,1,4,2,2,1,2,2,3,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13121007807,1
2022,13,130673,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,13067030362,1
2022,13,130674,1,1,4,1,2,1,2,4,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,13209950300,1
2022,13,130675,1,1,4,2,2,4,1,5,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13075960302,1
2022,13,130676,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13297110508,1
2022,13,130677,1,1,4,2,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13169030303,1
2022,13,130678,1,1,4,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13133950302,1
2022,13,130679,1,1,4,2,2,4,2,4,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13277960302,1
2022,13,130680,1,1,4,2,1,3,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13063040609,1
2022,13,130681,1,1,4,1,2,1,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,13185011600,1
2022,13,130682,1,1,4,2,2,1,2,4,2,3,2,2,3,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,13245010514,1
2022,13,130683,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13259950100,1
2022,13,130684,1,1,4,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13185011500,1
2022,13,130685,1,1,4,1,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13219030101,1
2022,13,130686,1,1,4,1,2,4,2,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13281960302,1
2022,13,130687,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13141480300,1
2022,13,130688,1,1,4,1,2,4,2,6,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13313000700,1
2022,13,130689,1,1,4,2,2,1,2,3,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13115000900,1
2022,13,130690,1,1,4,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13089023317,1
2022,13,130691,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13015960202,1
2022,13,130692,1,1,4,1,2,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13163960100,1
2022,13,130693,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13067031306,1
2022,13,130694,1,1,4,2,2,1,1,4,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13089023504,1
2022,13,130695,1,1,4,2,2,4,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,0,0,0,13135050328,1
2022,13,130696,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13257970401,1
2022,13,130697,1,1,4,2,2,1,2,3,3,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13135050562,1
2022,13,130698,1,1,4,1,2,1,2,3,2,4,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,13105000502,1
2022,13,130699,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13175950800,1
2022,13,130700,1,1,4,1,2,1,2,4,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,13199970702,1
2022,13,130701,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13121010535,1
2022,13,130702,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13195020200,1
2022,13,130703,1,1,4,2,2,1,1,3,1,4,1,1,2,13,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,13097080106,1
2022,13,130704,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13019970600,1
2022,13,130705,1,1,4,1,2,1,2,4,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13143010401,1
2022,13,130706,2,1,4,1,2,1,2,3,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13273120400,1
2022,13,130707,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13319960400,1
2022,13,130708,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,13111050500,1
2022,13,130709,1,1,4,2,2,4,2,6,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,13175950201,1
2022,13,130710,1,1,4,1,2,4,2,6,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13045910301,1
2022,13,130711,1,1,4,2,2,4,2,6,2,1,1,2,1,13,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13097080106,1
2022,13,130712,1,1,4,1,2,4,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13161960102,1
2022,13,130713,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13021012600,1
2022,13,130714,1,1,4,2,1,1,2,1,2,1,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13063040414,1
2022,13,130715,2,1,4,2,1,1,2,1,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,0,0,0,13121012000,1
2022,13,130716,1,1,4,2,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13227050300,1
2022,13,130717,1,1,4,1,1,4,2,1,2,1,1,1,1,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13147960200,1
2022,13,130718,1,1,4,2,2,1,2,4,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,0,0,0,13245010513,1
2022,13,130719,1,1,4,1,2,4,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13055010202,1
2022,13,130720,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13303950100,1
2022,13,130721,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13089023220,1
2022,13,130722,1,1,4,2,2,3,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13295020102,1
2022,13,130723,3,1,4,1,1,4,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13265010200,1
2022,13,130724,1,1,4,2,2,4,2,5,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13089021916,1
2022,13,130725,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13129970602,1
2022,13,130726,1,1,4,2,2,4,2,5,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,0,0,0,13117130205,1
2022,13,130727,1,1,4,2,2,1,2,4,2,6,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13051004001,1
2022,13,130728,1,1,4,2,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13215010209,1
2022,13,130729,1,1,4,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13151070411,1
2022,13,130730,1,1,4,2,1,4,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13121009406,1
2022,13,130731,1,1,4,2,2,4,2,6,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13073030507,1
2022,13,130732,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13063040519,1
2022,13,130733,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13051011400,1
2022,13,130734,1,1,4,1,2,1,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13321950400,1
2022,13,130735,1,1,4,1,2,1,2,3,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,13137000100,1
2022,13,130736,1,1,4,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13029920104,1
2022,13,130737,1,1,4,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13097080403,1
2022,13,130738,1,1,4,2,2,4,2,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13089021913,1
2022,13,130739,1,1,4,1,2,1,2,4,2,1,2,2,2,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13143010402,1
2022,13,130740,1,1,4,1,1,4,2,1,2,1,2,2,1,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13083040102,1
2022,13,130741,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13171970201,1
2022,13,130742,1,1,4,1,1,3,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13093970300,1
2022,13,130743,1,1,4,1,2,1,2,4,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,13159010200,1
2022,13,130744,1,1,4,2,1,1,2,1,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13089023506,1
2022,13,130745,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13299950400,1
2022,13,130746,1,1,4,2,1,4,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,13067030505,1
2022,13,130748,1,1,4,2,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13217100600,1
2022,13,130749,1,1,4,1,2,1,2,5,3,4,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13043950200,1
2022,13,130750,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,13179010503,1
2022,13,130751,1,1,4,2,2,1,2,3,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,13255160500,1
2022,13,130752,2,1,4,2,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,13057090101,1
2022,13,130753,1,1,4,2,2,1,1,3,1,4,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13135050526,1
2022,13,130754,1,1,4,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,13089023429,1
2022,13,130755,1,1,4,2,2,3,2,4,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13057091007,1
2022,13,130756,1,1,4,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13151070506,1
2022,13,130757,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13045910105,1
2022,13,130758,1,1,4,2,2,1,2,3,2,3,2,2,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,13067031417,1
2022,13,130759,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13067031412,1
2022,13,130760,1,1,4,1,2,1,1,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,13233010700,1
2022,13,130761,1,1,4,2,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13021012102,1
2022,13,130762,1,1,4,2,2,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13153021115,1
2022,13,130763,1,1,4,1,2,1,2,4,3,4,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13015960104,1
2022,13,130764,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,13271950200,1
2022,13,130765,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,13247060305,1
2022,13,130766,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13063040513,1
2022,13,130767,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13175950500,1
2022,13,130768,1,1,4,2,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13121011306,1
2022,13,130769,1,1,4,2,2,1,1,6,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13067030405,1
2022,13,130770,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,13121010308,1
2022,13,130771,1,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13119890101,1
2022,13,130772,1,1,4,1,2,1,1,5,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13273120500,1
2022,13,130773,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,2,0,0,0,13121011417,1
2022,13,130774,1,1,4,2,2,3,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13245010903,1
2022,13,130775,1,1,4,2,1,1,2,1,2,1,2,1,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13151070116,1
2022,13,130776,1,1,4,2,2,1,1,6,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,13261950700,1
2022,13,130777,1,1,4,1,2,1,1,4,1,2,1,1,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13027960400,1
2022,13,130778,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13051010502,1
2022,13,130779,1,1,4,1,2,1,2,5,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,13125010100,1
2022,13,130780,2,1,4,2,1,3,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,13157010105,1
2022,13,130781,1,1,4,2,2,1,2,6,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13139000702,1
2022,13,130782,1,1,4,2,2,1,2,3,2,5,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13245010208,1
2022,13,130783,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13071970400,1
2022,13,130784,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13049010200,1
2022,13,130785,1,1,4,2,2,1,2,3,3,1,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,13073030505,1
2022,13,130786,1,1,4,2,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13021011900,1
2022,13,130787,1,1,4,2,2,1,2,5,2,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,0,0,0,13135050725,1
2022,13,130788,1,1,4,2,2,1,1,4,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,13067030367,1
2022,13,130789,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,13135050228,1
2022,13,130790,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13113140403,1
2022,13,130791,1,1,4,2,2,1,1,3,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13091960301,1
2022,13,130792,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,13045910400,1
2022,13,130793,1,1,4,2,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13077170503,1
2022,13,130794,1,1,4,2,2,1,1,4,1,4,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,13121006602,1
2022,13,130795,2,1,4,1,2,1,1,6,1,4,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,13209950300,1
